embedding	BTO:0000047	BTO:0000089	BTO:0000131	BTO:0000132	BTO:0000140	BTO:0000141	BTO:0000199	BTO:0000232	BTO:0000233	BTO:0000269	BTO:0000342	BTO:0000379	BTO:0000439	BTO:0000562	BTO:0000648	BTO:0000671	BTO:0000706	BTO:0000751	BTO:0000763	BTO:0000775	BTO:0000776	BTO:0000782	BTO:0000784	BTO:0000862	BTO:0000876	BTO:0000887	BTO:0000959	BTO:0000975	BTO:0000980	BTO:0000988	BTO:0000991	BTO:0001129	BTO:0001158	BTO:0001175	BTO:0001253	BTO:0001279	BTO:0001307	BTO:0001355	BTO:0001379	BTO:0001388	BTO:0001418	BTO:0001424	BTO:0001433	BTO:0001487
NODE2VEC	0.6033333333333333	0.7708333333333334	0.6754385964912281	0.7948717948717949	0.7318840579710145	0.5128205128205129	1.0	0.6985507246376812	0.819634703196347	0.28	0.948051948051948	0.75	0.9837837837837837	0.7674129353233832	0.408675799086758	0.8767123287671232	0.4633333333333334	0.8327464788732395	0.8333333333333333	0.8670634920634921	0.8493150684931507	0.8899999999999999	0.7987012987012987	0.9487179487179487	0.3717948717948718	0.8378378378378378	0.4871794871794872	0.9035087719298246	0.7333333333333333	0.9099999999999999	0.9533333333333334	0.9102564102564102	0.8070175438596491	0.8066666666666666	0.8566666666666667	0.5793650793650794	0.0641025641025641	0.5789473684210527	0.987012987012987	0.6153846153846154	0.6538461538461539	0.6754385964912282	0.3589743589743589	0.7207792207792207
GENE2VEC	0.8633333333333333	0.8859126984126985	0.7543859649122807	0.6666666666666667	0.6942028985507246	0.5722610722610721	1.0	0.8971014492753624	0.7762557077625571	0.29333333333333333	0.9285714285714285	0.1904761904761905	0.9297297297297298	0.7985074626865671	0.5319634703196348	0.7831050228310503	0.4033333333333334	0.8908450704225352	0.7766666666666666	0.9404761904761905	0.8333333333333334	0.9933333333333334	0.8441558441558441	0.9102564102564102	0.6025641025641026	0.7918918918918919	0.14102564102564108	0.8771929824561403	0.8399999999999999	0.86	0.8833333333333333	0.8846153846153846	0.2631578947368421	0.98	0.7866666666666667	0.5972222222222222	0.2435897435897436	0.513157894736842	1.0	0.34615384615384615	0.5384615384615384	0.6447368421052632	0.6153846153846154	0.8571428571428572
SCGPT-PANCANCER	0.5633333333333334	0.8968253968253969	0.6271929824561404	0.9743589743589743	0.7623188405797101	0.55011655011655	0.9956140350877193	0.8405797101449275	0.860730593607306	0.21999999999999997	0.974025974025974	0.19642857142857142	0.9540540540540541	0.7251243781094527	0.4246575342465754	0.769406392694064	0.15000000000000002	0.8767605633802816	0.8233333333333334	0.9146825396825397	0.730593607305936	1.0	0.7792207792207793	0.8333333333333334	0.641025641025641	0.6891891891891891	0.46153846153846156	0.7587719298245614	0.7533333333333333	1.0	0.97	1.0	0.12719298245614039	0.9533333333333334	0.7566666666666667	0.744047619047619	0.15384615384615385	0.6403508771929824	0.9545454545454545	0.5128205128205128	0.7435897435897436	0.4473684210526316	0.6538461538461539	0.974025974025974
GF-6L30M	0.5466666666666666	0.8660714285714286	0.6666666666666666	0.9358974358974359	0.763768115942029	0.46853146853146854	0.9956140350877193	0.8652173913043479	0.7374429223744292	0.14999999999999997	0.948051948051948	0.2380952380952381	0.991891891891892	0.7686567164179104	0.3264840182648402	0.812785388127854	0.18	0.8661971830985915	0.8333333333333334	0.9047619047619049	0.7716894977168949	0.9166666666666666	0.4285714285714286	0.7435897435897436	0.5256410256410257	0.8108108108108109	0.5769230769230769	0.7719298245614035	0.8333333333333333	1.0	1.0	0.7692307692307692	0.13157894736842102	0.9733333333333333	0.91	0.6468253968253967	0.28205128205128205	0.48684210526315785	0.935064935064935	0.5641025641025641	0.9487179487179487	0.7192982456140351	0.4871794871794872	0.961038961038961
GF-20L95M	0.7033333333333333	0.8472222222222222	0.4956140350877193	0.9102564102564102	0.7710144927536232	0.534965034965035	0.9956140350877193	0.7405797101449276	0.5616438356164384	0.32999999999999996	0.8961038961038961	0.10317460317460317	1.0	0.8358208955223881	0.37671232876712324	0.7831050228310502	0.3066666666666667	0.846830985915493	0.82	0.8611111111111112	0.7077625570776256	0.9533333333333334	0.38961038961038963	0.9487179487179487	0.8205128205128205	0.7027027027027027	0.3846153846153846	0.7280701754385964	0.7033333333333334	1.0	1.0	0.9871794871794872	0.35526315789473684	1.0	0.83	0.4801587301587302	0.16666666666666663	0.32894736842105265	0.987012987012987	0.4871794871794872	0.6538461538461539	0.75	0.8461538461538461	0.9805194805194805
GF-12L30M	0.8333333333333333	0.6319444444444444	0.4956140350877193	0.1282051282051282	0.744927536231884	0.3473193473193473	0.9824561403508771	0.8927536231884058	0.7420091324200914	0.43666666666666665	0.974025974025974	0.6150793650793651	0.9378378378378378	0.708955223880597	0.6689497716894978	0.8196347031963471	0.49666666666666665	0.7007042253521126	0.9133333333333333	0.7341269841269841	0.6278538812785388	0.7466666666666667	0.6493506493506495	0.1923076923076923	0.5769230769230769	0.8783783783783784	0.7692307692307692	0.7324561403508771	0.7066666666666667	1.0	0.93	0.9102564102564102	0.48245614035087714	0.5	0.8933333333333333	0.6944444444444444	0.5769230769230769	0.7192982456140351	0.6558441558441559	0.9743589743589743	0.8846153846153846	0.49561403508771923	0.5769230769230769	0.8896103896103895
ALBERT	0.6233333333333333	0.6736111111111112	0.5526315789473685	0.5769230769230769	0.7956521739130435	0.36013986013986016	0.7192982456140351	0.7130434782608696	0.7214611872146119	0.6566666666666667	0.7792207792207793	0.3551587301587301	0.7756756756756757	0.3967661691542289	0.5639269406392695	0.8356164383561644	0.6633333333333333	0.8626760563380282	0.9733333333333334	0.9365079365079365	0.9337899543378996	0.9666666666666667	0.7077922077922079	0.0	0.5897435897435898	0.6054054054054054	0.8717948717948718	0.9429824561403509	0.97	0.9833333333333333	0.66	0.9615384615384616	0.8245614035087719	0.5233333333333333	0.8466666666666667	0.4801587301587301	0.2692307692307693	0.33333333333333326	0.9415584415584415	0.8333333333333334	0.39743589743589747	0.8508771929824562	0.5384615384615384	0.6233766233766234
BLAST	0.25	0.8154761904761905	0.5789473684210527	0.9102564102564102	0.7376811594202899	0.4883449883449883	1.0	0.6840579710144928	0.6552511415525114	0.33	0.9935064935064934	0.22222222222222218	0.9783783783783784	0.753731343283582	0.6689497716894979	0.8447488584474886	0.8500000000000001	0.6883802816901409	0.9	0.7043650793650793	0.8515981735159818	0.5933333333333334	0.8181818181818182	0.16666666666666663	0.16666666666666663	0.7945945945945945	0.7435897435897436	0.5921052631578947	0.9400000000000001	0.9066666666666666	0.8833333333333333	0.8974358974358975	0.8070175438596492	0.9199999999999999	0.8366666666666667	0.5674603174603174	0.14102564102564108	0.5263157894736842	1.0	0.9230769230769231	0.11538461538461542	0.7017543859649122	0.16666666666666663	0.7402597402597403
TCGA-EMBEDDING	0.15000000000000002	0.7767857142857143	0.7850877192982456	0.5769230769230769	0.6072463768115942	0.583916083916084	1.0	0.6884057971014493	0.591324200913242	0.30333333333333334	0.974025974025974	0.5595238095238095	0.8513513513513514	0.8121890547263682	0.3995433789954338	0.8242009132420092	0.3966666666666666	0.7816901408450704	0.6866666666666666	0.8611111111111112	0.8013698630136986	0.9366666666666666	0.8181818181818182	0.5256410256410257	0.46153846153846156	0.7351351351351351	0.8205128205128205	0.8201754385964911	0.8633333333333333	0.9866666666666667	0.8433333333333334	0.8076923076923077	0.32456140350877194	0.6666666666666667	0.76	0.2936507936507936	0.21794871794871795	0.780701754385965	0.9090909090909091	0.2948717948717948	0.8205128205128205	0.7850877192982456	0.47435897435897434	0.8831168831168832
GF-12L95M	0.8266666666666667	0.6051587301587302	0.4780701754385965	0.39743589743589747	0.7652173913043478	0.4370629370629371	0.8245614035087719	0.6869565217391305	0.6278538812785388	0.6033333333333333	0.6818181818181818	0.3948412698412699	0.845945945945946	0.7039800995024876	0.726027397260274	0.771689497716895	0.57	0.6056338028169014	0.5366666666666666	0.5972222222222222	0.4200913242009133	0.6366666666666666	0.36363636363636365	0.23076923076923073	0.8076923076923077	0.6837837837837839	0.9487179487179487	0.6271929824561403	0.7733333333333333	1.0	0.97	0.9230769230769231	0.5614035087719298	0.6866666666666666	0.8433333333333333	0.619047619047619	0.4487179487179487	0.2675438596491228	0.8961038961038961	0.9871794871794872	0.8846153846153846	0.6491228070175438	0.8333333333333334	0.8246753246753247
PFAM	0.2833333333333333	0.8184523809523809	0.6359649122807018	0.8846153846153846	0.6927536231884058	0.4487179487179487	0.9956140350877193	0.5956521739130434	0.8036529680365296	0.29000000000000004	0.9935064935064934	0.248015873015873	0.8918918918918919	0.6878109452736318	0.452054794520548	0.817351598173516	0.6	0.7623239436619719	0.7233333333333334	0.6924603174603174	0.9337899543378996	0.5666666666666667	0.8701298701298701	0.28205128205128205	0.5128205128205128	0.7351351351351351	0.7692307692307692	0.7850877192982455	0.93	0.9533333333333334	0.8966666666666667	0.8333333333333334	0.4298245614035088	0.8366666666666667	0.8866666666666667	0.27380952380952384	0.10256410256410253	0.8114035087719299	0.9025974025974026	0.717948717948718	0.08974358974358976	0.8201754385964912	0.5	0.7337662337662337
T5	0.48	0.6944444444444445	0.736842105263158	0.8333333333333334	0.8710144927536232	0.38927738927738925	0.9429824561403509	0.6289855072463768	0.6187214611872145	0.54	0.961038961038961	0.255952380952381	0.6486486486486487	0.4937810945273632	0.5068493150684932	0.8812785388127853	0.5566666666666666	0.869718309859155	0.8533333333333333	0.8670634920634921	0.9452054794520548	0.8266666666666667	0.8181818181818182	0.41025641025641024	0.47435897435897434	0.5621621621621621	0.39743589743589747	0.8728070175438597	0.8566666666666667	0.9466666666666667	0.8033333333333333	0.6923076923076923	0.7017543859649124	0.5033333333333334	0.8766666666666666	0.30158730158730157	0.33333333333333337	0.456140350877193	0.9285714285714286	0.42307692307692313	0.6282051282051282	0.7675438596491228	0.47435897435897434	0.7402597402597403
ESM2	0.8066666666666666	0.6974206349206349	0.8464912280701754	0.5641025641025641	0.8420289855072464	0.40442890442890445	0.8245614035087718	0.7623188405797101	0.7168949771689497	0.7799999999999999	0.9805194805194805	0.32936507936507936	0.5108108108108108	0.40174129353233834	0.6484018264840182	0.7374429223744292	0.7033333333333333	0.795774647887324	0.7166666666666667	0.8035714285714285	0.8242009132420092	0.8500000000000001	0.8571428571428572	0.4487179487179487	0.5897435897435898	0.44054054054054054	0.3589743589743589	0.780701754385965	0.9133333333333333	0.9633333333333334	0.6733333333333333	0.8076923076923077	0.6403508771929824	0.33999999999999997	0.77	0.5456349206349206	0.3205128205128205	0.6359649122807017	0.8896103896103896	0.3205128205128205	0.6153846153846154	0.7850877192982456	0.6025641025641026	0.4155844155844156
ESMB1	0.5700000000000001	0.7569444444444445	0.6710526315789473	0.6923076923076923	0.755072463768116	0.4592074592074592	0.9342105263157894	0.7478260869565219	0.6278538812785388	0.49666666666666665	0.9805194805194805	0.22222222222222224	0.6972972972972973	0.4390547263681592	0.5410958904109588	0.7442922374429224	0.6033333333333333	0.875	0.8133333333333334	0.8174603174603174	0.8607305936073059	0.8699999999999999	0.8246753246753247	0.02564102564102566	0.7051282051282051	0.6189189189189189	0.46153846153846156	0.8771929824561404	0.9466666666666667	0.9733333333333333	0.5233333333333333	0.6282051282051282	0.7807017543859648	0.54	0.78	0.42658730158730157	0.34615384615384615	0.46929824561403505	0.9090909090909091	0.39743589743589747	0.7435897435897436	0.7105263157894737	0.6794871794871795	0.5194805194805195
GF-12L95MCANCER	0.7433333333333334	0.5476190476190477	0.5	0.33333333333333337	0.7028985507246377	0.36713286713286714	0.9166666666666666	0.8565217391304347	0.6986301369863013	0.6466666666666666	0.9415584415584415	0.44047619047619047	0.9243243243243243	0.6455223880597015	0.7054794520547946	0.6529680365296804	0.5700000000000001	0.44190140845070425	0.6	0.4642857142857143	0.32420091324200917	0.31333333333333335	0.5064935064935066	0.20512820512820518	0.6794871794871795	0.7918918918918918	0.8846153846153846	0.6096491228070176	0.8033333333333335	1.0	0.9233333333333332	0.9358974358974359	0.662280701754386	0.7	0.6666666666666666	0.6428571428571429	0.4871794871794872	0.44298245614035087	0.9025974025974026	0.9871794871794872	0.8717948717948718	0.6447368421052632	0.6794871794871795	0.5324675324675325
HMMER	0.30333333333333334	0.7430555555555556	0.6535087719298245	0.9230769230769231	0.7405797101449275	0.4825174825174825	0.9692982456140351	0.5594202898550724	0.7214611872146119	0.48	0.961038961038961	0.20833333333333331	0.8297297297297297	0.7947761194029851	0.5136986301369864	0.8356164383561644	0.7033333333333333	0.7464788732394366	0.5	0.748015873015873	0.8447488584474885	0.7633333333333333	0.7662337662337662	0.10256410256410253	0.10256410256410253	0.6783783783783783	0.782051282051282	0.6929824561403508	0.9500000000000001	0.8766666666666666	0.9233333333333333	0.7051282051282051	0.6140350877192982	0.6166666666666667	0.9233333333333333	0.23611111111111108	0.34615384615384615	0.5	0.9025974025974026	0.7692307692307692	0.42307692307692313	0.8157894736842105	0.10256410256410253	0.8376623376623377
AAC	0.7533333333333332	0.5386904761904762	0.4692982456140351	0.46153846153846156	0.6217391304347826	0.23892773892773894	0.6710526315789475	0.644927536231884	0.769406392694064	0.46	0.7337662337662338	0.3988095238095238	0.7945945945945946	0.44651741293532343	0.504566210045662	0.7442922374429224	0.7333333333333334	0.6901408450704225	0.9033333333333333	0.7757936507936508	0.7328767123287672	0.8966666666666667	0.7012987012987013	0.21794871794871795	0.3076923076923077	0.4297297297297298	0.4871794871794872	0.8070175438596491	0.8833333333333332	0.8133333333333334	0.4533333333333333	0.8846153846153846	0.8552631578947368	0.89	0.8433333333333333	0.4126984126984127	0.2564102564102564	0.38596491228070173	0.9805194805194805	0.8333333333333334	0.8461538461538461	0.8596491228070176	0.3076923076923077	0.35714285714285715
BERT-PFAM	0.7066666666666667	0.634920634920635	0.912280701754386	0.7948717948717949	0.7753623188405797	0.38578088578088576	0.6359649122807017	0.6275362318840579	0.6004566210045663	0.27999999999999997	0.9090909090909092	0.3353174603174603	0.7432432432432432	0.39676616915422885	0.3881278538812786	0.8401826484018264	0.5499999999999999	0.8345070422535211	0.8033333333333335	0.8095238095238095	0.8538812785388128	0.8633333333333333	0.8181818181818182	0.16666666666666663	0.5128205128205128	0.49189189189189186	0.10256410256410253	0.9254385964912281	0.9266666666666666	0.9133333333333333	0.7066666666666667	0.5384615384615384	0.8859649122807017	0.9266666666666666	0.7433333333333334	0.4662698412698413	0.28205128205128205	0.34210526315789475	0.9935064935064934	0.11538461538461542	0.5256410256410257	0.719298245614035	0.47435897435897434	0.512987012987013
APAAC	0.7599999999999999	0.5337301587301587	0.4736842105263158	0.4358974358974359	0.6086956521739131	0.23776223776223773	0.6140350877192982	0.6449275362318841	0.7716894977168949	0.49333333333333335	0.7597402597402597	0.3988095238095238	0.7918918918918919	0.42910447761194026	0.5251141552511416	0.728310502283105	0.7666666666666666	0.6919014084507042	0.9133333333333333	0.7837301587301586	0.7351598173515982	0.8966666666666667	0.6883116883116883	0.20512820512820518	0.2948717948717948	0.4378378378378378	0.47435897435897434	0.7982456140350878	0.88	0.8133333333333334	0.43666666666666665	0.858974358974359	0.8070175438596492	0.87	0.8433333333333333	0.4007936507936508	0.2435897435897436	0.39473684210526316	0.987012987012987	0.8205128205128205	0.8333333333333334	0.8596491228070176	0.2948717948717948	0.33116883116883117
MASHUP	0.26666666666666666	0.7390873015873016	0.5701754385964912	0.782051282051282	0.8405797101449275	0.4662004662004662	0.9649122807017544	0.7420289855072464	0.6529680365296804	0.06666666666666668	0.922077922077922	0.5317460317460317	0.8432432432432433	0.8432835820895523	0.2579908675799087	0.7511415525114156	0.07666666666666669	0.8045774647887324	0.37333333333333335	0.746031746031746	0.7351598173515983	0.7633333333333334	0.27922077922077926	0.9358974358974359	0.9358974358974359	0.7297297297297297	0.21794871794871795	0.8333333333333334	0.7966666666666666	0.6333333333333332	0.75	0.5512820512820513	0.16666666666666666	0.9066666666666667	0.86	0.44246031746031755	0.0	0.736842105263158	0.5844155844155844	0.11538461538461542	0.5384615384615384	0.8157894736842106	0.9358974358974359	0.9155844155844155
CPC-PROT	0.6766666666666666	0.45039682539682546	0.6929824561403509	0.6538461538461539	0.763768115942029	0.2925407925407925	0.736842105263158	0.7463768115942029	0.7511415525114156	0.6133333333333333	0.974025974025974	0.35317460317460314	0.5837837837837838	0.445273631840796	0.49315068493150693	0.7123287671232875	0.6299999999999999	0.6426056338028169	0.8966666666666667	0.6527777777777777	0.6255707762557078	0.6066666666666667	0.7207792207792207	0.3846153846153846	0.3205128205128205	0.5486486486486486	0.7564102564102564	0.8991228070175439	0.9233333333333333	0.6599999999999999	0.25	0.6282051282051282	0.9429824561403509	0.5	0.5666666666666667	0.4166666666666667	0.2948717948717948	0.7412280701754386	0.935064935064935	0.7692307692307692	0.8076923076923077	0.8947368421052632	0.23076923076923073	0.2012987012987013
LEARNED-VEC	0.25	0.7132936507936508	0.6228070175438596	0.9871794871794872	0.7608695652173914	0.4953379953379954	0.8728070175438597	0.6246376811594203	0.7397260273972603	0.12666666666666665	0.8441558441558441	0.34523809523809523	0.7864864864864864	0.6940298507462687	0.3721461187214612	0.91324200913242	0.23333333333333334	0.852112676056338	0.7466666666666667	0.8253968253968254	0.8036529680365296	0.9900000000000001	0.538961038961039	0.717948717948718	0.717948717948718	0.5216216216216216	0.20512820512820518	0.7149122807017544	0.9666666666666667	0.9666666666666667	0.57	0.39743589743589747	0.6885964912280702	0.31	0.9533333333333334	0.371031746031746	0.0641025641025641	0.34210526315789475	0.6038961038961039	0.5512820512820513	0.33333333333333337	0.5833333333333333	0.6538461538461539	1.0
SEQVEC	0.44666666666666666	0.564484126984127	0.6271929824561403	0.3589743589743589	0.8173913043478261	0.3508158508158508	0.7149122807017544	0.6347826086956522	0.680365296803653	0.5766666666666667	0.974025974025974	0.29166666666666663	0.654054054054054	0.44527363184079605	0.5410958904109588	0.8493150684931507	0.5599999999999999	0.5933098591549295	0.85	0.5912698412698412	0.5068493150684932	0.7866666666666665	0.8181818181818182	0.08974358974358976	0.6794871794871795	0.45945945945945943	0.5128205128205128	0.8289473684210527	0.9500000000000001	0.86	0.6533333333333333	0.15384615384615385	0.956140350877193	0.5800000000000001	0.9299999999999999	0.5714285714285714	0.2435897435897436	0.6228070175438597	0.8181818181818181	0.8333333333333334	0.641025641025641	0.5833333333333333	0.6794871794871795	0.487012987012987
BERT-BFD	0.49	0.6309523809523809	0.4649122807017544	0.3846153846153846	0.527536231884058	0.2878787878787879	0.8508771929824561	0.6739130434782609	0.6666666666666667	0.6866666666666666	0.987012987012987	0.1984126984126984	0.5729729729729729	0.3109452736318409	0.5570776255707763	0.8424657534246576	0.6533333333333333	0.8591549295774648	0.9833333333333334	0.8353174603174602	0.6712328767123288	0.8633333333333333	0.8246753246753247	0.08974358974358976	0.33333333333333337	0.3162162162162162	0.6794871794871795	0.75	0.88	1.0	0.5933333333333333	0.6153846153846154	0.9692982456140351	0.42666666666666664	0.6033333333333334	0.34920634920634924	0.2564102564102564	0.7017543859649124	0.9935064935064934	0.717948717948718	0.5897435897435898	0.793859649122807	0.3076923076923077	0.461038961038961
