	DOID:0050161	DOID:0050539	DOID:0050563	DOID:0050564	DOID:0050565	DOID:0050686	DOID:0050687	DOID:0050700	DOID:0050701	DOID:0050735	DOID:0050736	DOID:0050737	DOID:0050739	DOID:0050753	DOID:0050776	DOID:0050777	DOID:0050828	DOID:0050888	DOID:0050889	DOID:0050950	DOID:0050951	DOID:0060036	DOID:0060037	DOID:0060038	DOID:0060307	DOID:0060308	DOID:0060309	DOID:0060340	DOID:0060564	DOID:0080000	DOID:0080001	DOID:0080005	DOID:0080006	DOID:0080009	DOID:0080012	DOID:0080578	DOID:0081337	DOID:0111910	DOID:0111962	DOID:0112202	DOID:10155	DOID:10273	DOID:10579	DOID:10584	DOID:1059	DOID:10595	DOID:1091	DOID:110	DOID:1100	DOID:114	DOID:12336	DOID:12449	DOID:1247	DOID:1289	DOID:12930	DOID:1342	DOID:1441	DOID:1443	DOID:178	DOID:1826	DOID:1923	DOID:1934	DOID:2115	DOID:2256	DOID:2277	DOID:229	DOID:231	DOID:2355	DOID:2476	DOID:2490	DOID:2531	DOID:2583	DOID:2742	DOID:2786	DOID:305	DOID:3119	DOID:37	DOID:403	DOID:417	DOID:423	DOID:440	DOID:4448	DOID:48	DOID:4961	DOID:5212	DOID:5295	DOID:557	DOID:5614	DOID:5672	DOID:5679	DOID:607	DOID:612	DOID:627	DOID:65	DOID:66	DOID:83	DOID:8466	DOID:870	DOID:9256	DOID:936	DOID:9562	DOID:9799	DOID:9884
XLNET	0.8310344827586207	0.8020833333333335	0.5448717948717948	0.6777777777777778	0.6823161189358372	0.7446573323507738	0.7241379310344828	0.6518867924528302	0.6573576799140708	0.5759762308998303	0.6430701754385965	0.5851461988304093	0.5664720157743061	0.53125	0.53125	0.91875	0.765625	0.7850609756097561	0.5687500000000001	0.7202380952380952	0.40294117647058825	0.7160377358490566	0.7527777777777778	0.6471881508909976	0.761986301369863	0.565068493150685	0.4393939393939394	0.8476190476190476	0.26785714285714285	0.6927166400850612	0.5919925943068735	0.6	0.6398133116883117	0.5188172043010753	0.5899122807017544	0.6182795698924731	0.7807692307692308	0.75	0.5421875	0.7935897435897435	0.7857142857142857	0.6630434782608696	0.8148148148148149	0.4927536231884058	0.7185019841269842	0.828125	0.8625	0.7109375	0.48125	0.6480614973262032	0.7296874999999999	0.903225806451613	0.8345864661654135	0.6950793650793651	0.7344827586206897	0.9222222222222223	0.8333333333333334	0.6965517241379311	0.3359375	0.6546266233766234	0.5056818181818181	0.546875	0.56	0.5662568306010929	0.709553158705701	0.504	0.41666666666666663	0.671	0.7005813953488372	0.6027777777777777	0.610204081632653	0.5375	0.4337606837606838	0.6617283950617283	0.40476190476190477	0.6278195488721805	0.48410087719298256	0.8511904761904762	0.6265243902439024	0.6934523809523809	0.7964497041420119	0.68125	0.6461538461538461	0.5800000000000001	0.9482758620689654	0.5892857142857142	0.4931113662456946	0.6373996789727127	0.5952380952380952	0.5146520146520146	0.8677325581395349	0.7806122448979592	0.79375	0.593372627947096	0.5855915399867812	0.5672043010752689	0.5547945205479452	0.7062128222075347	0.6428571428571429	0.5665151515151515	0.9359999999999999	0.6071428571428572	0.8127413127413128
BERT-BFD	0.793103448275862	0.8020833333333334	0.6064102564102564	0.7194444444444444	0.704225352112676	0.7352616064848931	0.6068965517241379	0.5660377358490567	0.664876476906552	0.5755517826825127	0.6320175438596491	0.5946783625730994	0.5475883512816624	0.5596590909090909	0.51875	0.7875000000000001	0.375	0.8323170731707318	0.5687500000000001	0.5654761904761905	0.5970588235294118	0.6018867924528302	0.6763333333333333	0.595001157139551	0.8767123287671234	0.779109589041096	0.6439393939393939	0.9333333333333333	0.4523809523809524	0.5946305156831473	0.6523952788706318	0.6535714285714286	0.6592938311688312	0.5510752688172043	0.5285087719298246	0.6962365591397849	0.6499999999999999	0.7631578947368423	0.47500000000000003	0.8393162393162393	0.75	0.548913043478261	0.7444444444444445	0.4879227053140096	0.7545882936507937	0.7997159090909092	0.8812500000000001	0.7421875	0.5375	0.6002673796791445	0.8140625	0.9838709677419355	0.8157894736842105	0.6396825396825396	0.6241379310344828	0.8666666666666666	0.6041666666666666	0.5655172413793104	0.32499999999999996	0.7258522727272728	0.38068181818181823	0.7161458333333333	0.5680000000000001	0.7240437158469946	0.7295839753466872	0.616	0.45707070707070707	0.805	0.75	0.6861111111111111	0.6816326530612244	0.6625	0.5846153846153846	0.7123456790123457	0.3392857142857143	0.8082706766917294	0.5219298245614035	0.9404761904761905	0.6615853658536585	0.6692708333333333	0.7455621301775148	0.6124999999999999	0.7240384615384615	0.52	0.8827586206896552	0.503968253968254	0.43570608495981633	0.5730337078651685	0.5595238095238095	0.550976800976801	0.8619186046511629	0.8002551020408164	0.7875	0.5927975848188614	0.4877726371447456	0.728494623655914	0.5352250489236791	0.5988103106411105	0.5059523809523809	0.5954040404040405	0.8480000000000001	0.5092954990215264	0.7837837837837838
BERT-PFAM	0.6310344827586207	0.765625	0.5846153846153845	0.7777777777777778	0.679186228482003	0.7846352247605011	0.8379310344827586	0.6367924528301887	0.6509129967776583	0.47156196943972833	0.5663157894736842	0.5881871345029239	0.5397011982405582	0.47301136363636365	0.475	0.8062499999999999	0.7083333333333333	0.7408536585365854	0.6937500000000001	0.5357142857142858	0.49411764705882355	0.5556603773584905	0.6265555555555555	0.5450127285350612	0.8476027397260275	0.5256849315068493	0.4848484848484848	0.8539682539682539	0.2857142857142857	0.6406166932482722	0.46216153668132376	0.6357142857142857	0.6296672077922079	0.7876344086021505	0.530701754385965	0.7526881720430108	0.6653846153846154	0.5620300751879699	0.628125	0.8068376068376069	0.9821428571428571	0.6902173913043479	0.7185185185185186	0.6123188405797102	0.7304067460317462	0.6122159090909092	0.8812500000000001	0.8020833333333334	0.625	0.5003342245989304	0.690625	0.8118279569892473	0.87406015037594	0.5407936507936508	0.6482758620689655	0.9074074074074074	0.75	0.6586206896551725	0.26093750000000004	0.6956168831168832	0.5852272727272727	0.5182291666666666	0.68	0.7110655737704917	0.49537750385208	0.472	0.4217171717171717	0.7200000000000001	0.7819767441860466	0.7527777777777778	0.6081632653061224	0.5875	0.4341880341880342	0.5419753086419754	0.6130952380952381	0.8402255639097744	0.5328947368421053	0.7559523809523809	0.5289634146341463	0.6268601190476191	0.4905325443786982	0.7750000000000001	0.6913461538461538	0.5559999999999999	0.9620689655172414	0.5853174603174603	0.6320321469575201	0.6195826645264848	0.5238095238095238	0.5952380952380953	0.7921511627906977	0.766454081632653	0.75625	0.5333525014376078	0.5446133509583608	0.8844086021505377	0.74706457925636	0.6976206212822207	0.6488095238095238	0.6340404040404041	0.648	0.639921722113503	0.8436293436293436
UNIREP	0.46206896551724136	0.7656250000000001	0.5068376068376068	0.4111111111111111	0.6353677621283255	0.7323139277818718	0.6862068965517242	0.5660377358490566	0.4763694951664876	0.6455857385398981	0.5580701754385965	0.6345029239766082	0.5760655240406491	0.6718750000000001	0.6125	0.9	0.7291666666666666	0.8353658536585366	0.425	0.5952380952380952	0.6009803921568628	0.5386792452830189	0.5877777777777777	0.5939597315436241	0.8253424657534247	0.6917808219178082	0.5303030303030303	0.9079365079365078	0.4107142857142857	0.6547049441786283	0.5840083314047674	0.5928571428571429	0.6446834415584417	0.4435483870967742	0.533625730994152	0.6209677419354839	0.7115384615384616	0.41541353383458646	0.459375	0.6918803418803419	0.6666666666666666	0.5434782608695652	0.6666666666666667	0.5893719806763285	0.6667906746031746	0.6690340909090908	0.54375	0.6770833333333333	0.6312500000000001	0.5688502673796793	0.5640625	0.6989247311827956	0.8477443609022557	0.5992063492063492	0.6758620689655173	0.8444444444444444	0.5833333333333333	0.7241379310344827	0.44531249999999994	0.6637581168831168	0.5965909090909091	0.4817708333333333	0.6080000000000001	0.7151639344262295	0.699537750385208	0.5880000000000001	0.5303030303030303	0.643	0.7063953488372093	0.6749999999999999	0.5408163265306123	0.5687500000000001	0.3876068376068376	0.7592592592592593	0.7678571428571429	0.7838345864661654	0.5106907894736843	0.7559523809523809	0.7088414634146342	0.6770833333333333	0.6497041420118344	0.6375	0.7384615384615385	0.704	0.9	0.5099206349206349	0.7158438576349024	0.6385232744783306	0.5892857142857143	0.4072039072039072	0.7805232558139534	0.8058673469387755	0.7	0.6155836687751581	0.6305353602115003	0.760752688172043	0.5083170254403131	0.7362855254461336	0.6428571428571428	0.6361616161616162	0.7	0.5371819960861057	0.7142857142857143
LEARNED-VEC	0.6379310344827587	0.5625	0.7123931623931623	0.7583333333333333	0.564945226917058	0.7693441414885778	0.6724137931034483	0.6405660377358491	0.5472610096670247	0.5301358234295416	0.5238596491228071	0.5764912280701755	0.5353405126649476	0.3465909090909091	0.39375	0.7000000000000001	0.5677083333333333	0.6067073170731707	0.3875	0.38095238095238093	0.43333333333333335	0.6462264150943396	0.6385555555555555	0.47627863920388797	0.8458904109589042	0.45376712328767127	0.6792929292929293	0.8380952380952382	0.36309523809523814	0.5871876661350346	0.5856283267762092	0.7178571428571429	0.5900974025974025	0.5456989247311828	0.5343567251461988	0.7016129032258065	0.7230769230769231	0.6334586466165413	0.6281249999999999	0.7863247863247864	0.988095238095238	0.7554347826086957	0.8592592592592593	0.5640096618357487	0.702876984126984	0.5241477272727273	0.6875	0.8463541666666667	0.3125	0.5421122994652406	0.7578125	0.6935483870967741	0.900375939849624	0.5744444444444445	0.8034482758620689	0.7555555555555555	0.6927083333333334	0.4344827586206897	0.315625	0.6976461038961039	0.5340909090909092	0.609375	0.472	0.569672131147541	0.5554699537750385	0.6320000000000001	0.44191919191919193	0.613	0.7398255813953488	0.8583333333333334	0.39795918367346933	0.46875	0.4743589743589744	0.5679012345679012	0.6666666666666667	0.8327067669172932	0.5167214912280702	0.8035714285714286	0.46341463414634143	0.5197172619047619	0.4958579881656805	0.6124999999999999	0.8413461538461539	0.904	0.9137931034482758	0.5138888888888888	0.5206659012629162	0.5359550561797752	0.6309523809523809	0.5796703296703296	0.809593023255814	0.7362244897959183	0.6749999999999999	0.5724554341575617	0.5548578982154659	0.9220430107526882	0.5009784735812133	0.5161929940515532	0.5535714285714286	0.5690909090909091	0.8280000000000001	0.6179060665362035	0.5386100386100386
CPC-PROT	0.7724137931034483	0.8489583333333333	0.6448717948717949	0.7666666666666666	0.6056338028169014	0.7030213706705969	0.5896551724137931	0.6669811320754717	0.4476369495166488	0.46646859083191855	0.548859649122807	0.5472514619883042	0.4537388138935235	0.4318181818181818	0.5	0.81875	0.4895833333333333	0.6875000000000001	0.39375	0.375	0.48333333333333334	0.5160377358490567	0.583	0.5429298773432076	0.8099315068493151	0.40753424657534254	0.5606060606060606	0.7555555555555555	0.5178571428571429	0.6079213184476342	0.5630641055311271	0.6785714285714286	0.6747159090909092	0.6317204301075269	0.5307017543859649	0.6908602150537635	0.7730769230769231	0.7274436090225563	0.5609375000000001	0.7931623931623932	0.9047619047619048	0.7554347826086957	0.7962962962962963	0.427536231884058	0.6924603174603174	0.5951704545454545	0.8625	0.7447916666666666	0.6	0.6540775401069518	0.64375	0.8844086021505376	0.8665413533834586	0.539047619047619	0.5862068965517242	0.8666666666666667	0.625	0.4965517241379311	0.3578125	0.6708603896103896	0.3522727272727273	0.5729166666666667	0.664	0.7192622950819672	0.5731895223420648	0.376	0.5227272727272727	0.696	0.5930232558139535	0.7972222222222223	0.6489795918367347	0.525	0.41752136752136754	0.5419753086419754	0.6428571428571429	0.6672932330827067	0.5852521929824561	0.7559523809523809	0.4496951219512195	0.6398809523809523	0.44911242603550294	0.5375	0.6692307692307693	0.696	0.9172413793103449	0.5436507936507937	0.513203214695752	0.5274478330658106	0.6904761904761905	0.5573870573870574	0.7848837209302326	0.6807397959183674	0.4875	0.5477285796434732	0.5561797752808989	0.7419354838709677	0.4799412915851272	0.6774619960343689	0.45833333333333337	0.6101010101010101	0.748	0.6046966731898239	0.7741312741312741
HMMER	0.796551724137931	0.5677083333333334	0.4888888888888889	0.4805555555555555	0.6948356807511736	0.6710574797347089	0.806896551724138	0.5971698113207548	0.562298603651987	0.5785229202037352	0.5612719298245613	0.5484210526315789	0.5724821780676476	0.7059659090909091	0.70625	0.76875	0.8697916666666667	0.7271341463414634	0.5687500000000001	0.3333333333333333	0.4117647058823529	0.4160377358490566	0.6208888888888889	0.595579726915066	0.7294520547945206	0.601027397260274	0.5606060606060606	0.6642857142857143	0.47023809523809523	0.6881977671451355	0.646783152048137	0.5642857142857143	0.5949675324675324	0.4327956989247312	0.5548245614035088	0.7379032258064516	0.7346153846153847	0.5977443609022557	0.6453125	0.8081196581196582	0.8690476190476191	0.4945652173913043	0.5074074074074074	0.45893719806763283	0.5814732142857143	0.6065340909090909	0.35	0.7213541666666666	0.63125	0.6398729946524063	0.46249999999999997	0.6559139784946236	0.5225563909774436	0.6398412698412698	0.6689655172413793	0.8851851851851852	0.5208333333333333	0.7413793103448276	0.35	0.5460633116883117	0.7727272727272727	0.4348958333333333	0.548	0.7431693989071038	0.7738828967642527	0.64	0.4267676767676768	0.7425	0.6482558139534883	0.8666666666666667	0.6285714285714286	0.725	0.5305555555555554	0.6796296296296296	0.3571428571428572	0.7293233082706767	0.5518092105263157	0.3571428571428571	0.510670731707317	0.6272321428571429	0.5541420118343195	0.7	0.49423076923076925	0.656	0.7448275862068965	0.5297619047619048	0.5602755453501722	0.6204654895666132	0.4910714285714286	0.480006105006105	0.8444767441860466	0.7878826530612245	0.6875	0.5381684876365728	0.6411103767349636	0.5967741935483871	0.6462818003913895	0.5642762723066754	0.9226190476190477	0.5639141414141415	0.524	0.47015655577299414	0.6737451737451737
AAC	0.613793103448276	0.6354166666666666	0.7153846153846154	0.6833333333333333	0.5414710485133021	0.7636330140014738	0.7931034482758621	0.5660377358490566	0.5861976369495167	0.46731748726655353	0.5453508771929825	0.5439766081871344	0.5084559381161838	0.4460227272727273	0.525	0.525	0.48958333333333337	0.698170731707317	0.6749999999999999	0.3214285714285714	0.5078431372549019	0.5773584905660378	0.554	0.5593612589678315	0.7157534246575342	0.386986301369863	0.6136363636363636	0.7603174603174603	0.27976190476190477	0.6496544391281234	0.556236982180051	0.6892857142857143	0.6296672077922079	0.5080645161290323	0.6052631578947368	0.6801075268817205	0.7884615384615384	0.674812030075188	0.5140625	0.7752136752136751	0.7857142857142858	0.75	0.7407407407407408	0.5036231884057971	0.6717509920634921	0.5042613636363636	0.8937499999999999	0.6953125	0.23750000000000002	0.5902406417112299	0.6703125	0.8225806451612904	0.87593984962406	0.590952380952381	0.5931034482758621	0.7592592592592593	0.6302083333333333	0.5655172413793104	0.39687500000000003	0.7402597402597403	0.375	0.5807291666666667	0.396	0.7329234972677595	0.5654853620955316	0.472	0.40909090909090906	0.653	0.7325581395348838	0.8333333333333334	0.5	0.53125	0.5384615384615384	0.5802469135802469	0.36309523809523814	0.7443609022556391	0.5792214912280702	0.8273809523809523	0.4496951219512195	0.6000744047619048	0.4881656804733727	0.5625	0.6567307692307692	0.656	0.9241379310344828	0.628968253968254	0.6354764638346728	0.5240770465489566	0.6488095238095238	0.572039072039072	0.8444767441860466	0.7612244897959184	0.725	0.49906555491661875	0.48116325181758096	0.8279569892473118	0.5019569471624266	0.686384666226041	0.5357142857142857	0.5701010101010101	0.904	0.6306262230919765	0.43629343629343625
PFAM	0.6327586206896552	0.7213541666666667	0.6664529914529914	0.5138888888888888	0.5422535211267605	0.6268422991893884	0.9344827586206896	0.5212264150943396	0.5868689581095595	0.5806451612903226	0.5682456140350878	0.5505847953216374	0.6041824662520856	0.6747159090909091	0.521875	0.66875	0.4244791666666667	0.8338414634146342	0.28437500000000004	0.6130952380952381	0.5549019607843138	0.3981132075471698	0.5281111111111111	0.5045128442490164	0.6960616438356164	0.5659246575342466	0.43813131313131315	0.5047619047619047	0.3005952380952381	0.7210260499734185	0.5069428373061792	0.5910714285714286	0.6434659090909092	0.45161290322580644	0.5504385964912281	0.657258064516129	0.6	0.6569548872180451	0.5078125	0.792094017094017	0.8541666666666666	0.5597826086956521	0.4981481481481482	0.5658212560386473	0.5914558531746031	0.7151988636363636	0.6031249999999999	0.6875	0.66875	0.5477941176470588	0.5859375	0.7244623655913979	0.5563909774436091	0.6696825396825397	0.7258620689655172	0.4648148148148148	0.7994791666666666	0.7448275862068965	0.30000000000000004	0.6118100649350651	0.8011363636363636	0.5130208333333333	0.6240000000000001	0.5744535519125683	0.7838983050847458	0.36400000000000005	0.5252525252525253	0.6545	0.6947674418604651	0.7166666666666667	0.7051020408163264	0.60625	0.4536324786324786	0.6450617283950618	0.8690476190476191	0.6776315789473684	0.6214364035087719	0.39880952380952384	0.5099085365853658	0.7049851190476191	0.6695266272189349	0.84375	0.5019230769230769	0.8380000000000001	0.9103448275862069	0.5902777777777778	0.6053386911595867	0.6173354735152489	0.48511904761904756	0.4508547008547008	0.8662790697674418	0.7712372448979592	0.546875	0.5437751581368603	0.666226040978189	0.4838709677419355	0.5863502935420744	0.5695637805684071	0.7380952380952381	0.598030303030303	0.556	0.5154109589041096	0.6370656370656371
KSEP	0.5448275862068965	0.734375	0.3897435897435897	0.4305555555555556	0.6369327073552425	0.7266028002947679	0.28620689655172415	0.6113207547169812	0.5904940923737916	0.42954159592529706	0.6094736842105263	0.5563742690058479	0.5083801001061732	0.6491477272727273	0.7125	0.78125	0.5052083333333333	0.5091463414634146	0.45	0.130952380952381	0.5686274509803922	0.49245283018867925	0.5827777777777778	0.539805600555427	0.8630136986301371	0.678082191780822	0.45454545454545453	0.665079365079365	0.4583333333333333	0.6087187666135034	0.5962740106456839	0.6821428571428572	0.6663961038961039	0.575268817204301	0.5555555555555556	0.6290322580645161	0.8346153846153846	0.5244360902255638	0.5421875	0.7239316239316239	0.7023809523809523	0.7445652173913043	0.662962962962963	0.46376811594202894	0.6765873015873016	0.7002840909090909	0.53125	0.6354166666666667	0.2625	0.5651737967914439	0.646875	0.7473118279569892	0.9417293233082706	0.5830158730158731	0.6034482758620691	0.8037037037037036	0.41145833333333337	0.6517241379310345	0.2390625	0.6517857142857143	0.4943181818181818	0.44791666666666663	0.8320000000000001	0.71448087431694	0.7110939907550078	0.5	0.23737373737373738	0.7020000000000001	0.7136627906976745	0.6472222222222221	0.7	0.7625	0.42606837606837605	0.6259259259259259	0.7083333333333333	0.6842105263157894	0.5167214912280702	0.6964285714285714	0.600609756097561	0.6160714285714286	0.6437869822485207	0.6	0.45	0.644	0.7724137931034483	0.5753968253968254	0.6016073478760046	0.6605136436597111	0.5059523809523809	0.4645909645909646	0.8197674418604652	0.7261479591836735	0.7625000000000001	0.5644767107533065	0.5664243225380039	0.6666666666666667	0.6262230919765166	0.6731658955717118	0.5297619047619048	0.611919191919192	0.748	0.6448140900195695	0.5482625482625483
PROTVEC	0.5172413793103448	0.5729166666666667	0.6615384615384616	0.7166666666666667	0.5492957746478873	0.7096536477523949	0.28620689655172415	0.6509433962264151	0.5093984962406015	0.46052631578947373	0.5829824561403509	0.5697076023391813	0.5134991657818899	0.7443181818181819	0.7687499999999999	0.8687499999999999	0.4583333333333333	0.4405487804878049	0.3125	0.35714285714285715	0.5441176470588236	0.4188679245283019	0.5777777777777777	0.5381856051839853	0.9126712328767123	0.3715753424657534	0.5681818181818181	0.7730158730158729	0.3869047619047619	0.6432748538011696	0.5234899328859061	0.6321428571428571	0.5355113636363635	0.7795698924731183	0.557748538011696	0.5161290322580645	0.7884615384615384	0.6071428571428572	0.5406249999999999	0.7256410256410256	0.7321428571428572	0.5760869565217391	0.7555555555555556	0.49275362318840576	0.6831597222222222	0.5667613636363636	0.575	0.6770833333333333	0.32499999999999996	0.5474598930481284	0.48906249999999996	0.5618279569892473	0.9530075187969924	0.5152380952380953	0.6344827586206896	0.6222222222222222	0.75	0.4793103448275862	0.2484375	0.6917613636363636	0.5909090909090909	0.515625	0.47200000000000003	0.6297814207650273	0.5816640986132511	0.504	0.43939393939393934	0.709	0.6773255813953488	0.8138888888888889	0.5857142857142856	0.4875	0.6094017094017093	0.8061728395061727	0.4523809523809524	0.7086466165413534	0.5235745614035087	0.7797619047619048	0.48780487804878053	0.5807291666666667	0.6142011834319526	0.5375000000000001	0.6865384615384617	0.632	0.8310344827586208	0.5892857142857143	0.5964408725602756	0.5132423756019262	0.49404761904761907	0.5170940170940171	0.7994186046511627	0.6838010204081633	0.6937500000000001	0.5672800460034504	0.5128883013879709	0.739247311827957	0.5626223091976517	0.7296761401189689	0.20833333333333334	0.568989898989899	0.864	0.5934442270058709	0.5328185328185328
BLAST	0.5568965517241379	0.6458333333333334	0.4858974358974359	0.5277777777777778	0.7402190923317683	0.6544767870302137	0.3448275862068966	0.6415094339622641	0.6506444683136412	0.5403225806451613	0.5627192982456142	0.5356140350877192	0.5673062338844229	0.53125	0.65625	0.45625	0.8854166666666667	0.801829268292683	0.5375	0.16666666666666666	0.7607843137254902	0.3971698113207547	0.5426666666666666	0.5127863920388799	0.577054794520548	0.4229452054794521	0.4924242424242424	0.49523809523809526	0.2023809523809524	0.7118553960659224	0.5681555195556584	0.5285714285714286	0.6694399350649352	0.5806451612903225	0.570906432748538	0.8225806451612904	0.5038461538461538	0.468984962406015	0.3171875	0.8076923076923078	0.8333333333333333	0.48641304347826086	0.5074074074074074	0.5628019323671498	0.6512276785714285	0.5411931818181818	0.44375	0.6354166666666667	0.48125	0.5721925133689838	0.5375	0.46639784946236557	0.6240601503759399	0.6885714285714286	0.5586206896551724	0.7851851851851852	0.6197916666666666	0.7931034482758621	0.2828125	0.6507711038961038	0.6818181818181819	0.5572916666666667	0.764	0.5232240437158471	0.5138674884437596	0.628	0.36363636363636365	0.5710000000000001	0.5784883720930232	0.7333333333333334	0.6448979591836734	0.7250000000000001	0.5735042735042736	0.5950617283950617	0.5148809523809523	0.6635338345864661	0.6602247807017544	0.3154761904761905	0.569359756097561	0.7079613095238094	0.5946745562130177	0.7875	0.5163461538461538	0.504	0.5379310344827586	0.7023809523809523	0.7370838117106774	0.6238764044943821	0.4166666666666667	0.43101343101343104	0.7114825581395349	0.7214923469387755	0.66875	0.5180779183438758	0.6245869134170522	0.45698924731182794	0.600293542074364	0.6817580964970258	0.7380952380952381	0.6249494949494949	0.39999999999999997	0.5658023483365949	0.7007722007722008
APAAC	0.38275862068965516	0.5364583333333334	0.5094017094017094	0.6527777777777778	0.5289514866979655	0.7057848194546794	0.6137931034482759	0.6339622641509435	0.6092910848549946	0.4410016977928693	0.5728947368421053	0.5732163742690058	0.49264371302897014	0.4616477272727273	0.7625	0.85	0.5208333333333333	0.4908536585365854	0.45	0.30952380952380953	0.5990196078431372	0.5037735849056604	0.516	0.538995602869706	0.809931506849315	0.4691780821917808	0.48484848484848486	0.792063492063492	0.38095238095238093	0.6002126528442318	0.5126128211062253	0.5571428571428572	0.6410308441558442	0.5026881720430108	0.5592105263157895	0.521505376344086	0.8038461538461538	0.5601503759398496	0.525	0.6747863247863248	0.7083333333333333	0.6467391304347826	0.6777777777777778	0.5229468599033816	0.6873759920634921	0.6178977272727273	0.5125000000000001	0.7708333333333334	0.20625	0.5578208556149733	0.66875	0.6209677419354839	0.9492481203007518	0.522063492063492	0.7310344827586207	0.6037037037037037	0.515625	0.48275862068965514	0.2578125	0.6905438311688311	0.4772727272727273	0.5859375	0.516	0.6188524590163935	0.6671802773497688	0.6000000000000001	0.3257575757575758	0.687	0.7834302325581395	0.6972222222222222	0.5489795918367347	0.525	0.49358974358974356	0.6358024691358024	0.45238095238095233	0.5488721804511278	0.5035635964912281	0.5952380952380953	0.5396341463414633	0.6123511904761905	0.5615384615384615	0.4375	0.6932692307692309	0.656	0.8586206896551725	0.7003968253968254	0.6435132032146957	0.5516051364365971	0.5357142857142857	0.5015262515262516	0.8619186046511627	0.7008928571428571	0.6812499999999999	0.5505319148936171	0.4203569068076669	0.6451612903225806	0.5259295499021527	0.5875743555849305	0.40476190476190477	0.5475252525252524	0.78	0.5743639921722113	0.4034749034749034
