embedding	BTO:0000047	BTO:0000089	BTO:0000131	BTO:0000132	BTO:0000140	BTO:0000141	BTO:0000199	BTO:0000232	BTO:0000233	BTO:0000269	BTO:0000342	BTO:0000379	BTO:0000439	BTO:0000562	BTO:0000648	BTO:0000671	BTO:0000706	BTO:0000751	BTO:0000763	BTO:0000775	BTO:0000776	BTO:0000782	BTO:0000784	BTO:0000862	BTO:0000876	BTO:0000887	BTO:0000959	BTO:0000975	BTO:0000980	BTO:0000988	BTO:0000991	BTO:0001129	BTO:0001158	BTO:0001175	BTO:0001253	BTO:0001279	BTO:0001307	BTO:0001355	BTO:0001379	BTO:0001388	BTO:0001418	BTO:0001424	BTO:0001433	BTO:0001487
PPI-RAW	0.4033333333333334	0.6527777777777779	0.5833333333333334	0.6794871794871795	0.6898550724637681	0.5897435897435898	1.0	0.6956521739130435	0.7853881278538813	0.2466666666666667	0.935064935064935	0.7182539682539683	0.37027027027027026	0.6666666666666666	0.3219178082191781	0.632420091324201	0.38333333333333336	0.8257042253521127	0.8533333333333334	0.7757936507936508	0.7762557077625571	0.8166666666666667	0.922077922077922	0.9615384615384616	0.16666666666666663	0.9324324324324325	0.717948717948718	0.9166666666666666	0.5	0.42666666666666664	0.85	0.8205128205128205	0.899122807017544	0.41333333333333333	0.5766666666666667	0.5476190476190477	0.08974358974358976	0.9956140350877193	0.987012987012987	0.8333333333333334	0.07692307692307687	0.5087719298245614	0.16666666666666663	0.2337662337662338
NODE2VEC	0.38999999999999996	0.746031746031746	0.4605263157894737	0.7948717948717949	0.6681159420289855	0.541958041958042	1.0	0.6028985507246377	0.6552511415525114	0.0733333333333333	0.8051948051948052	0.7956349206349206	0.7729729729729731	0.7338308457711442	0.35844748858447495	0.6484018264840183	0.30666666666666664	0.8644366197183099	0.6533333333333333	0.9226190476190476	0.8515981735159817	0.8566666666666666	0.8506493506493505	0.9615384615384616	0.41025641025641024	0.8648648648648649	0.6666666666666667	0.7719298245614036	0.5	0.48000000000000004	0.72	0.47435897435897434	0.7017543859649122	0.4666666666666667	0.7666666666666666	0.373015873015873	0.08974358974358976	0.6359649122807017	0.9285714285714286	0.7564102564102564	0.6923076923076923	0.38596491228070173	0.3846153846153846	0.38961038961038963
TCGA-EMBEDDING	0.2033333333333333	0.6924603174603174	0.5921052631578948	0.7051282051282051	0.6043478260869566	0.4871794871794872	1.0	0.6739130434782609	0.5	0.3666666666666667	0.7012987012987013	0.5337301587301586	0.7243243243243243	0.7562189054726368	0.5045662100456622	0.769406392694064	0.4533333333333333	0.7570422535211268	0.36333333333333334	0.8134920634920634	0.8264840182648402	0.98	0.6623376623376623	0.46153846153846156	0.4871794871794872	0.7108108108108109	0.8974358974358975	0.9035087719298246	0.5	0.9933333333333334	0.7966666666666666	0.6025641025641026	0.25000000000000006	0.5033333333333334	0.75	0.2698412698412698	0.2948717948717948	0.7850877192982456	0.8701298701298701	0.3076923076923077	0.6153846153846154	0.7456140350877194	0.46153846153846156	0.8181818181818181
GENE2VEC	0.81	0.810515873015873	0.6798245614035088	0.33333333333333337	0.6463768115942029	0.5069930069930071	0.9912280701754386	0.591304347826087	0.636986301369863	0.5266666666666666	0.525974025974026	0.24007936507936506	0.6324324324324324	0.7885572139303483	0.589041095890411	0.6461187214611872	0.5733333333333334	0.8450704225352113	0.8066666666666666	0.9087301587301586	0.6712328767123288	1.0	0.7532467532467533	0.9230769230769231	0.6025641025641026	0.7756756756756757	0.1923076923076923	0.8026315789473683	0.5	0.5766666666666667	0.8566666666666667	0.2948717948717948	0.2719298245614035	0.6799999999999999	0.72	0.5238095238095237	0.3589743589743589	0.4473684210526316	0.6298701298701299	0.4358974358974359	0.3846153846153846	0.6052631578947367	0.6538461538461539	0.551948051948052
GF-12L30M	0.6833333333333333	0.5218253968253969	0.513157894736842	0.11538461538461542	0.6942028985507247	0.40326340326340326	0.8771929824561404	0.7275362318840579	0.6278538812785388	0.5166666666666666	0.8766233766233766	0.5496031746031745	0.5486486486486487	0.6703980099502487	0.6164383561643836	0.7100456621004567	0.5566666666666666	0.6408450704225351	0.43000000000000005	0.6825396825396826	0.6118721461187215	0.75	0.6168831168831168	0.2564102564102564	0.4358974358974359	0.7918918918918918	0.8717948717948718	0.6929824561403508	0.5	0.8866666666666666	0.9700000000000001	0.7948717948717949	0.5833333333333333	0.45333333333333337	0.69	0.6369047619047619	0.6282051282051282	0.4824561403508772	0.5584415584415584	0.9615384615384616	0.4487179487179487	0.5701754385964912	0.4487179487179487	0.6883116883116883
T5	0.4866666666666667	0.6299603174603176	0.5833333333333334	0.7307692307692308	0.744927536231884	0.3939393939393939	0.9298245614035088	0.5855072463768116	0.5068493150684932	0.5733333333333334	0.8181818181818182	0.24404761904761899	0.4297297297297297	0.42288557213930345	0.5159817351598174	0.7146118721461188	0.64	0.7799295774647887	0.6866666666666666	0.7916666666666667	0.8972602739726027	0.7333333333333333	0.8961038961038961	0.34615384615384615	0.5256410256410257	0.47297297297297297	0.5128205128205128	0.75	0.5	0.8466666666666667	0.7033333333333334	0.5897435897435898	0.8684210526315789	0.49	0.7166666666666667	0.16468253968253968	0.3846153846153846	0.4912280701754386	0.9025974025974026	0.4871794871794872	0.5897435897435898	0.8245614035087719	0.5128205128205128	0.6298701298701298
SCGPT-PANCANCER	0.5433333333333333	0.7996031746031746	0.6140350877192983	0.8333333333333334	0.7014492753623188	0.5687645687645688	0.7982456140350878	0.7521739130434784	0.7534246575342467	0.29666666666666663	0.7402597402597403	0.23809523809523808	0.7351351351351351	0.5932835820895522	0.3904109589041096	0.6255707762557078	0.31666666666666665	0.7200704225352113	0.7566666666666666	0.7083333333333333	0.28767123287671237	0.9966666666666667	0.6623376623376623	0.8974358974358975	0.5384615384615384	0.5702702702702702	0.47435897435897434	0.7017543859649122	0.5	0.9566666666666667	0.83	0.717948717948718	0.2192982456140351	0.51	0.6	0.7460317460317459	0.2692307692307693	0.6929824561403509	0.3116883116883117	0.6923076923076923	0.7051282051282051	0.2894736842105263	0.5384615384615384	0.6623376623376624
GF-20L95M	0.6233333333333333	0.6746031746031746	0.4517543859649123	0.858974358974359	0.7173913043478262	0.46853146853146854	0.9473684210526316	0.41739130434782606	0.4246575342465754	0.4533333333333333	0.12987012987012986	0.13690476190476192	0.845945945945946	0.7300995024875622	0.3401826484018265	0.7031963470319635	0.37333333333333335	0.75	0.6799999999999999	0.7936507936507937	0.7100456621004567	0.9566666666666667	0.27272727272727276	1.0	0.7948717948717949	0.5702702702702702	0.39743589743589747	0.7807017543859649	0.5	0.96	0.9866666666666666	0.2948717948717948	0.36403508771929827	0.5933333333333334	0.6933333333333334	0.251984126984127	0.3589743589743589	0.42105263157894735	0.7337662337662338	0.46153846153846156	0.7435897435897436	0.7807017543859649	0.8076923076923077	0.7207792207792209
ALBERT	0.6666666666666666	0.5932539682539683	0.36842105263157887	0.28205128205128205	0.6884057971014492	0.4009324009324009	0.3157894736842105	0.5956521739130435	0.4748858447488585	0.72	0.2142857142857143	0.40277777777777773	0.48108108108108105	0.22139303482587064	0.639269406392694	0.5936073059360731	0.7933333333333333	0.8380281690140844	0.91	0.9404761904761905	0.904109589041096	0.9133333333333333	0.7402597402597403	0.0	0.5512820512820513	0.46756756756756757	0.9487179487179487	0.8421052631578948	0.5	0.89	0.52	0.8717948717948718	0.8859649122807017	0.6066666666666667	0.6666666666666666	0.3849206349206349	0.47435897435897434	0.4122807017543859	0.7987012987012987	0.8974358974358975	0.33333333333333337	0.8157894736842105	0.5	0.525974025974026
HMMER	0.36	0.5753968253968254	0.4035087719298246	0.9358974358974359	0.7550724637681159	0.465034965034965	0.881578947368421	0.510144927536232	0.5365296803652968	0.55	0.8766233766233765	0.626984126984127	0.6054054054054054	0.7251243781094527	0.5525114155251142	0.5388127853881278	0.7833333333333333	0.607394366197183	0.4766666666666666	0.5694444444444444	0.5570776255707763	0.69	0.7857142857142857	0.3205128205128205	0.17948717948717952	0.6837837837837838	0.641025641025641	0.75	0.5	0.5866666666666667	0.8666666666666667	0.3846153846153846	0.7280701754385964	0.5633333333333334	0.7266666666666667	0.18055555555555555	0.46153846153846156	0.4912280701754386	0.7922077922077921	0.8205128205128205	0.5897435897435898	0.8552631578947368	0.17948717948717952	0.8181818181818181
ESM2	0.5033333333333333	0.6061507936507937	0.5614035087719298	0.5769230769230769	0.8028985507246378	0.4405594405594405	0.5570175438596491	0.7405797101449275	0.6963470319634704	0.9033333333333333	0.9545454545454546	0.3234126984126984	0.35135135135135137	0.19278606965174128	0.6643835616438356	0.5091324200913243	0.8833333333333333	0.7024647887323944	0.4633333333333334	0.7063492063492063	0.773972602739726	0.7	0.7922077922077921	0.6153846153846154	0.6153846153846154	0.3162162162162162	0.6794871794871795	0.7017543859649124	0.5	0.7566666666666667	0.6966666666666667	0.8333333333333334	0.8377192982456141	0.2733333333333333	0.5333333333333333	0.3353174603174603	0.5384615384615384	0.4298245614035087	0.8441558441558441	0.5256410256410257	0.21794871794871795	0.9342105263157895	0.5897435897435898	0.22077922077922074
ESMB1	0.5866666666666667	0.6527777777777778	0.5833333333333334	0.5128205128205128	0.6028985507246377	0.4988344988344989	0.6403508771929824	0.691304347826087	0.589041095890411	0.5166666666666666	0.9675324675324675	0.2579365079365079	0.5	0.30597014925373134	0.6027397260273972	0.48630136986301375	0.73	0.8186619718309859	0.6033333333333333	0.7777777777777777	0.865296803652968	0.7966666666666666	0.8961038961038962	0.0	0.6538461538461539	0.518918918918919	0.4358974358974359	0.8421052631578947	0.5	0.72	0.3966666666666666	0.7051282051282051	0.8552631578947368	0.7266666666666667	0.7	0.22023809523809523	0.5384615384615384	0.41666666666666663	0.7922077922077921	0.4871794871794872	0.5512820512820513	0.8421052631578947	0.641025641025641	0.3246753246753247
PFAM	0.3533333333333333	0.6220238095238094	0.40350877192982454	0.7307692307692308	0.6956521739130435	0.44522144522144524	0.9385964912280702	0.46521739130434786	0.5251141552511416	0.1633333333333333	0.9285714285714285	0.5059523809523809	0.6837837837837838	0.6069651741293531	0.3675799086757991	0.5022831050228311	0.44333333333333325	0.6813380281690141	0.76	0.6031746031746031	0.6598173515981736	0.5766666666666667	0.8571428571428572	0.3846153846153846	0.5512820512820513	0.7081081081081082	0.7692307692307692	0.7149122807017544	0.5	0.7466666666666666	0.8266666666666667	0.3076923076923077	0.618421052631579	0.8133333333333332	0.7166666666666666	0.1865079365079365	0.17948717948717952	0.8070175438596491	0.8051948051948052	0.6282051282051282	0.1923076923076923	0.8070175438596491	0.5512820512820513	0.5714285714285714
GF-12L95M	0.6166666666666667	0.4454365079365079	0.45614035087719296	0.3589743589743589	0.6739130434782609	0.4568764568764569	0.5482456140350878	0.536231884057971	0.6232876712328768	0.7833333333333333	0.24675324675324672	0.3591269841269841	0.47297297297297297	0.5671641791044776	0.6141552511415526	0.678082191780822	0.7233333333333333	0.4911971830985915	0.45333333333333337	0.4642857142857143	0.35159817351598177	0.6466666666666667	0.4155844155844156	0.3589743589743589	0.641025641025641	0.591891891891892	0.9743589743589743	0.6140350877192983	0.5	0.9633333333333334	0.9633333333333334	0.5384615384615384	0.6491228070175439	0.39	0.7133333333333334	0.5555555555555555	0.4871794871794872	0.22807017543859648	0.7012987012987013	0.9871794871794872	0.6025641025641026	0.6535087719298245	0.6923076923076923	0.7077922077922079
BLAST	0.2733333333333333	0.6408730158730159	0.2719298245614035	0.46153846153846156	0.736231884057971	0.548951048951049	0.9385964912280702	0.5594202898550724	0.34018264840182644	0.30666666666666664	0.8116883116883117	0.47619047619047616	0.6891891891891893	0.5907960199004976	0.5890410958904109	0.4132420091324201	0.85	0.4753521126760563	0.8533333333333333	0.5079365079365079	0.5045662100456622	0.49	0.8961038961038961	0.5256410256410257	0.23076923076923073	0.7810810810810811	0.717948717948718	0.40350877192982454	0.5	0.6033333333333333	0.7933333333333333	0.4487179487179487	0.8289473684210527	0.71	0.7266666666666667	0.365079365079365	0.14102564102564108	0.5131578947368421	0.987012987012987	0.8974358974358975	0.3589743589743589	0.7236842105263158	0.23076923076923073	0.4285714285714286
GF-12L95MCANCER	0.5933333333333333	0.39087301587301587	0.45614035087719296	0.2564102564102564	0.6275362318840579	0.40909090909090906	0.7017543859649122	0.7028985507246377	0.636986301369863	0.71	0.6103896103896105	0.4126984126984127	0.5351351351351351	0.595771144278607	0.5730593607305936	0.5639269406392694	0.66	0.3345070422535211	0.5266666666666666	0.3293650793650794	0.28767123287671237	0.36666666666666664	0.5	0.33333333333333337	0.5641025641025641	0.7459459459459459	0.9487179487179487	0.6140350877192982	0.5	0.7966666666666666	0.8766666666666666	0.6923076923076923	0.7324561403508771	0.36	0.43	0.5317460317460317	0.5769230769230769	0.4254385964912281	0.7207792207792207	0.9871794871794872	0.7692307692307692	0.6842105263157895	0.5384615384615384	0.461038961038961
MASHUP	0.29666666666666663	0.7172619047619049	0.4605263157894737	0.6282051282051282	0.8333333333333333	0.47902097902097907	0.8991228070175439	0.6666666666666667	0.6164383561643836	0.15666666666666668	0.7727272727272727	0.5099206349206349	0.6918918918918919	0.7462686567164178	0.273972602739726	0.5776255707762558	0.19999999999999998	0.7059859154929577	0.12666666666666668	0.623015873015873	0.5981735159817352	0.7566666666666666	0.35064935064935066	0.9230769230769231	0.9358974358974359	0.6972972972972973	0.39743589743589747	0.8289473684210527	0.5	0.55	0.5733333333333334	0.5769230769230769	0.10087719298245615	0.6733333333333333	0.7133333333333334	0.3670634920634921	0.012820512820512775	0.7236842105263158	0.42207792207792205	0.1282051282051282	0.6025641025641026	0.8289473684210527	0.9358974358974359	0.8766233766233766
BERT-PFAM	0.6533333333333333	0.5248015873015873	0.8421052631578947	0.7051282051282051	0.7086956521739131	0.3566433566433567	0.3596491228070175	0.5028985507246377	0.4269406392694064	0.3933333333333333	0.8116883116883117	0.3035714285714286	0.5567567567567568	0.34701492537313433	0.4360730593607306	0.6050228310502284	0.6900000000000001	0.7623239436619718	0.69	0.7996031746031746	0.7648401826484019	0.79	0.8441558441558441	0.17948717948717952	0.46153846153846156	0.4621621621621622	0.11538461538461542	0.7192982456140351	0.5	0.8366666666666666	0.7233333333333334	0.6025641025641026	0.9692982456140351	0.85	0.43999999999999995	0.2718253968253968	0.46153846153846156	0.26754385964912275	0.922077922077922	0.1282051282051282	0.4487179487179487	0.7456140350877194	0.41025641025641024	0.4285714285714286
LEARNED-VEC	0.37666666666666665	0.6636904761904763	0.5614035087719298	0.9102564102564102	0.6956521739130435	0.4055944055944056	0.4078947368421052	0.4942028985507246	0.5365296803652968	0.18333333333333332	0.4675324675324675	0.3611111111111111	0.34054054054054056	0.47388059701492535	0.452054794520548	0.7191780821917808	0.37000000000000005	0.9595070422535212	0.5433333333333334	0.9246031746031746	0.9292237442922374	1.0	0.6493506493506493	0.7948717948717949	0.8333333333333334	0.5108108108108108	0.47435897435897434	0.40789473684210525	0.5	0.8333333333333334	0.5366666666666665	0.05128205128205132	0.8596491228070176	0.12999999999999998	0.8733333333333333	0.19246031746031744	0.14102564102564108	0.5043859649122806	0.5454545454545454	0.6666666666666667	0.2948717948717948	0.3815789473684211	0.7051282051282051	0.9545454545454545
APAAC	0.7233333333333334	0.4751984126984127	0.37719298245614036	0.46153846153846156	0.6652173913043478	0.2016317016317016	0.368421052631579	0.4826086956521739	0.5136986301369864	0.53	0.38961038961038963	0.3888888888888889	0.427027027027027	0.3233830845771144	0.5296803652968037	0.6118721461187215	0.6799999999999999	0.6619718309859155	0.75	0.7440476190476191	0.7511415525114156	0.8533333333333333	0.8051948051948052	0.21794871794871795	0.2692307692307693	0.3864864864864864	0.9871794871794872	0.6973684210526315	0.5	0.7266666666666667	0.5933333333333333	0.717948717948718	0.9473684210526316	0.6966666666666667	0.25999999999999995	0.36706349206349204	0.3205128205128205	0.3991228070175438	0.922077922077922	0.9358974358974359	0.5512820512820513	0.7719298245614035	0.2692307692307693	0.27922077922077926
UNIREP	0.48000000000000004	0.45337301587301587	0.45614035087719296	0.08974358974358976	0.7275362318840579	0.3298368298368299	0.6008771929824561	0.5768115942028985	0.4178082191780822	0.4966666666666667	0.935064935064935	0.5694444444444445	0.5756756756756757	0.5398009950248757	0.6027397260273973	0.6917808219178082	0.62	0.6285211267605633	0.8433333333333334	0.5238095238095238	0.5068493150684932	0.7666666666666666	0.7987012987012987	0.5897435897435898	0.6666666666666667	0.6621621621621622	0.7307692307692308	0.6228070175438596	0.5	0.7766666666666667	0.6566666666666666	0.02564102564102566	0.6491228070175439	0.5133333333333333	0.6466666666666666	0.2261904761904762	0.28205128205128205	0.6622807017543859	0.8571428571428572	0.2435897435897436	0.0641025641025641	0.631578947368421	0.6282051282051282	0.525974025974026
BERT-BFD	0.5066666666666667	0.5486111111111112	0.3333333333333333	0.21794871794871795	0.5260869565217392	0.296037296037296	0.7456140350877194	0.6449275362318841	0.6324200913242009	0.63	0.9155844155844155	0.19444444444444442	0.25135135135135134	0.31965174129353235	0.5182648401826485	0.7123287671232876	0.61	0.7992957746478873	0.9566666666666667	0.8353174603174602	0.6963470319634704	0.79	0.8636363636363638	0.1282051282051282	0.3205128205128205	0.3054054054054054	0.7564102564102564	0.5877192982456141	0.5	0.9500000000000001	0.4633333333333333	0.5256410256410257	0.9912280701754386	0.33999999999999997	0.38	0.20238095238095238	0.34615384615384615	0.631578947368421	0.8571428571428572	0.6282051282051282	0.46153846153846156	0.8421052631578947	0.21794871794871795	0.35714285714285715
PROTVEC	0.7	0.4632936507936508	0.4956140350877193	0.6923076923076923	0.5739130434782608	0.2913752913752914	0.3815789473684211	0.5942028985507246	0.6118721461187214	0.4866666666666667	0.37012987012987014	0.3869047619047619	0.37297297297297294	0.3395522388059702	0.3721461187214612	0.6324200913242009	0.74	0.670774647887324	0.6733333333333333	0.75	0.7442922374429224	0.8433333333333334	0.7532467532467533	0.07692307692307687	0.3205128205128205	0.5	0.8461538461538461	0.6666666666666667	0.5	0.7899999999999999	0.4766666666666667	0.5512820512820513	0.9429824561403509	0.5766666666666667	0.21000000000000002	0.24206349206349204	0.5256410256410257	0.40789473684210525	0.922077922077922	0.858974358974359	0.5256410256410257	0.7719298245614034	0.33333333333333337	0.2857142857142857
AAC	0.74	0.47817460317460325	0.40350877192982454	0.41025641025641024	0.6246376811594203	0.1923076923076923	0.368421052631579	0.47391304347826085	0.5205479452054794	0.5	0.3961038961038961	0.37896825396825395	0.4243243243243243	0.3246268656716418	0.5228310502283107	0.591324200913242	0.6733333333333333	0.6654929577464789	0.7366666666666667	0.748015873015873	0.7557077625570776	0.8499999999999999	0.7987012987012987	0.1923076923076923	0.2435897435897436	0.3783783783783784	0.9230769230769231	0.6929824561403508	0.5	0.73	0.6166666666666667	0.717948717948718	0.9473684210526316	0.7000000000000001	0.2633333333333333	0.3571428571428571	0.34615384615384615	0.39035087719298245	0.9025974025974025	0.9230769230769231	0.5512820512820513	0.7763157894736842	0.23076923076923073	0.2857142857142857
