embedding	BTO:0000047	BTO:0000089	BTO:0000131	BTO:0000132	BTO:0000140	BTO:0000141	BTO:0000199	BTO:0000232	BTO:0000233	BTO:0000269	BTO:0000342	BTO:0000379	BTO:0000439	BTO:0000562	BTO:0000648	BTO:0000671	BTO:0000706	BTO:0000751	BTO:0000763	BTO:0000775	BTO:0000776	BTO:0000782	BTO:0000784	BTO:0000862	BTO:0000876	BTO:0000887	BTO:0000959	BTO:0000975	BTO:0000980	BTO:0000988	BTO:0000991	BTO:0001129	BTO:0001158	BTO:0001175	BTO:0001253	BTO:0001279	BTO:0001307	BTO:0001355	BTO:0001379	BTO:0001388	BTO:0001418	BTO:0001424	BTO:0001433	BTO:0001487
PPI-RAW	0.5633333333333332	0.6795634920634922	0.7368421052631579	0.5256410256410257	0.7608695652173914	0.5571095571095571	1.0	0.681159420289855	0.860730593607306	0.2733333333333333	0.8571428571428572	0.6706349206349206	0.4162162162162162	0.5883084577114428	0.28538812785388123	0.636986301369863	0.33666666666666667	0.7411971830985915	0.7633333333333334	0.6507936507936507	0.6027397260273972	0.86	0.9090909090909092	0.9615384615384616	0.34615384615384615	0.8918918918918919	0.6153846153846154	0.9605263157894737	0.6366666666666667	0.6533333333333333	0.7933333333333333	0.9102564102564102	0.837719298245614	0.31	0.6666666666666667	0.5912698412698412	0.1282051282051282	0.9605263157894737	0.9675324675324675	0.5	0.3589743589743589	0.7543859649122807	0.34615384615384615	0.35064935064935066
GF-6L30M	0.5833333333333334	0.8075396825396826	0.6578947368421052	0.8076923076923077	0.7391304347826088	0.49766899766899764	0.9868421052631579	0.6797101449275362	0.6118721461187215	0.1466666666666666	0.6883116883116883	0.2361111111111111	0.8837837837837839	0.7151741293532339	0.2534246575342466	0.728310502283105	0.18333333333333332	0.8045774647887324	0.55	0.8452380952380952	0.7351598173515982	0.9066666666666667	0.43506493506493504	0.7435897435897436	0.6153846153846154	0.6945945945945946	0.6025641025641026	0.7763157894736842	0.8466666666666667	0.9866666666666667	1.0	0.39743589743589747	0.13596491228070173	0.8833333333333333	0.6433333333333333	0.5972222222222222	0.2564102564102564	0.4605263157894737	0.6168831168831169	0.5769230769230769	0.9487179487179487	0.7280701754385964	0.5128205128205128	0.8181818181818181
TCGA-EMBEDDING	0.16666666666666669	0.7351190476190477	0.7675438596491229	0.46153846153846156	0.6086956521739131	0.5955710955710956	1.0	0.6753623188405796	0.5342465753424658	0.3	0.7402597402597403	0.5615079365079365	0.7216216216216216	0.7176616915422885	0.3926940639269406	0.817351598173516	0.3933333333333333	0.7429577464788732	0.2866666666666667	0.8313492063492063	0.7648401826484018	0.94	0.8116883116883117	0.5769230769230769	0.5128205128205128	0.6486486486486487	0.8205128205128205	0.8421052631578947	0.8233333333333333	0.9833333333333334	0.8400000000000001	0.6025641025641026	0.3728070175438597	0.5566666666666666	0.7433333333333333	0.24603174603174602	0.21794871794871795	0.7631578947368421	0.8311688311688312	0.2564102564102564	0.782051282051282	0.780701754385965	0.5	0.7272727272727273
GENE2VEC	0.8999999999999999	0.8323412698412698	0.5833333333333333	0.2435897435897436	0.6536231884057971	0.5617715617715617	0.9912280701754386	0.6942028985507247	0.7146118721461188	0.30333333333333334	0.5194805194805194	0.18452380952380953	0.6108108108108108	0.7624378109452736	0.48630136986301375	0.6301369863013699	0.4166666666666667	0.8890845070422535	0.78	0.9265873015873016	0.8538812785388128	0.9966666666666667	0.8636363636363638	0.9358974358974359	0.6666666666666667	0.745945945945946	0.14102564102564108	0.881578947368421	0.8333333333333334	0.6233333333333333	0.8833333333333333	0.3205128205128205	0.2675438596491228	0.78	0.7033333333333334	0.4603174603174603	0.3076923076923077	0.4780701754385965	0.6493506493506493	0.3589743589743589	0.5512820512820513	0.6271929824561403	0.6666666666666667	0.6233766233766234
GF-12L30M	0.8633333333333333	0.5744047619047619	0.5570175438596491	0.08974358974358976	0.7159420289855074	0.36480186480186483	0.793859649122807	0.8246376811594204	0.6621004566210046	0.41333333333333333	0.935064935064935	0.6190476190476191	0.6081081081081081	0.6131840796019901	0.5205479452054795	0.7123287671232877	0.5066666666666666	0.6161971830985915	0.43000000000000005	0.6309523809523809	0.5776255707762558	0.7166666666666667	0.7012987012987013	0.17948717948717952	0.5769230769230769	0.6378378378378379	0.9102564102564102	0.6447368421052632	0.6933333333333334	0.8666666666666666	0.8333333333333333	0.8076923076923077	0.4956140350877193	0.45	0.72	0.6825396825396826	0.5128205128205128	0.7017543859649122	0.48051948051948046	0.9743589743589743	0.8846153846153846	0.4912280701754385	0.5769230769230769	0.6753246753246753
SCGPT-PANCANCER	0.6399999999999999	0.8660714285714286	0.6798245614035087	0.9487179487179487	0.7434782608695651	0.56993006993007	0.837719298245614	0.6666666666666667	0.7465753424657535	0.20666666666666667	0.7337662337662337	0.1865079365079365	0.754054054054054	0.6082089552238805	0.3493150684931507	0.6438356164383562	0.15999999999999998	0.8362676056338028	0.5766666666666667	0.8571428571428572	0.54337899543379	1.0	0.7337662337662337	0.8717948717948718	0.6282051282051282	0.5162162162162162	0.4871794871794872	0.662280701754386	0.76	0.91	0.86	0.6538461538461539	0.11842105263157894	0.7266666666666666	0.5333333333333333	0.7658730158730159	0.17948717948717952	0.5877192982456141	0.3051948051948052	0.5384615384615384	0.7692307692307692	0.456140350877193	0.6538461538461539	0.7272727272727273
T5	0.48666666666666664	0.6587301587301587	0.736842105263158	0.8205128205128205	0.872463768115942	0.40559440559440557	0.8114035087719298	0.5855072463768116	0.5547945205479452	0.53	0.7337662337662337	0.2400793650793651	0.46756756756756757	0.3793532338308458	0.47716894977168955	0.815068493150685	0.5666666666666667	0.852112676056338	0.62	0.8214285714285714	0.8812785388127855	0.84	0.8246753246753247	0.4358974358974359	0.5128205128205128	0.4135135135135135	0.42307692307692313	0.8464912280701755	0.8299999999999998	0.9400000000000001	0.8	0.5641025641025641	0.6973684210526315	0.44999999999999996	0.66	0.21825396825396823	0.33333333333333337	0.4517543859649123	0.8636363636363636	0.41025641025641024	0.6282051282051282	0.7982456140350878	0.5	0.6168831168831169
ALBERT	0.6533333333333333	0.6190476190476191	0.5657894736842105	0.41025641025641024	0.7898550724637681	0.36363636363636365	0.26754385964912275	0.591304347826087	0.636986301369863	0.6533333333333334	0.24025974025974028	0.361111111111111	0.6189189189189189	0.24378109452736316	0.5525114155251142	0.6894977168949772	0.69	0.846830985915493	0.8033333333333335	0.9107142857142857	0.904109589041096	0.9666666666666667	0.7272727272727273	0.0	0.641025641025641	0.4108108108108108	0.8846153846153846	0.9298245614035088	0.97	0.9066666666666666	0.6666666666666666	0.8205128205128205	0.824561403508772	0.5166666666666666	0.6166666666666667	0.35317460317460314	0.28205128205128205	0.3421052631578947	0.8506493506493507	0.8333333333333334	0.39743589743589747	0.868421052631579	0.5897435897435898	0.551948051948052
PFAM	0.29333333333333333	0.7529761904761905	0.6096491228070174	0.8205128205128205	0.6855072463768116	0.4428904428904429	0.9385964912280702	0.5347826086956522	0.769406392694064	0.3066666666666667	0.9805194805194805	0.24404761904761907	0.6432432432432432	0.5708955223880597	0.39497716894977175	0.595890410958904	0.6033333333333333	0.7429577464788732	0.5533333333333332	0.6388888888888888	0.7922374429223744	0.5666666666666667	0.9155844155844155	0.3076923076923077	0.5384615384615384	0.6783783783783783	0.7564102564102564	0.7280701754385965	0.9466666666666667	0.8566666666666667	0.8933333333333334	0.641025641025641	0.4605263157894737	0.6599999999999999	0.7233333333333333	0.1865079365079365	0.11538461538461542	0.780701754385965	0.8181818181818181	0.7051282051282051	0.08974358974358976	0.8245614035087719	0.5512820512820513	0.5909090909090908
GF-20L95M	0.7233333333333333	0.7738095238095238	0.40789473684210525	0.6923076923076923	0.7376811594202899	0.5710955710955711	0.9473684210526316	0.41159420289855075	0.3356164383561644	0.32333333333333336	0.09090909090909094	0.10119047619047618	0.9243243243243243	0.7313432835820896	0.30365296803652964	0.6757990867579908	0.29666666666666663	0.8169014084507042	0.62	0.8293650793650794	0.7214611872146119	0.9400000000000001	0.41558441558441556	1.0	0.8846153846153846	0.4945945945945946	0.39743589743589747	0.7192982456140351	0.68	0.9800000000000001	1.0	0.5384615384615384	0.35526315789473684	0.9400000000000001	0.6633333333333333	0.29365079365079366	0.1923076923076923	0.2719298245614035	0.6558441558441559	0.47435897435897434	0.6923076923076923	0.7587719298245613	0.8846153846153846	0.8246753246753247
ESM2	0.82	0.6716269841269842	0.7719298245614035	0.4871794871794872	0.827536231884058	0.42540792540792544	0.5087719298245614	0.7333333333333334	0.7100456621004566	0.7766666666666667	1.0	0.33134920634920634	0.3486486486486487	0.2350746268656716	0.6392694063926943	0.6461187214611872	0.71	0.7588028169014085	0.4266666666666667	0.746031746031746	0.7557077625570776	0.8466666666666667	0.8701298701298702	0.5128205128205128	0.5897435897435898	0.2567567567567568	0.42307692307692313	0.7236842105263157	0.9133333333333333	0.7866666666666666	0.68	0.717948717948718	0.6666666666666666	0.31000000000000005	0.5466666666666666	0.4444444444444444	0.33333333333333337	0.618421052631579	0.8636363636363636	0.3205128205128205	0.5897435897435898	0.7850877192982456	0.5897435897435898	0.27272727272727276
ESMB1	0.58	0.7222222222222222	0.6798245614035088	0.641025641025641	0.7246376811594203	0.4708624708624709	0.6359649122807017	0.7101449275362319	0.591324200913242	0.47000000000000003	1.0	0.22420634920634921	0.4540540540540541	0.2935323383084577	0.5251141552511416	0.545662100456621	0.6133333333333333	0.8397887323943662	0.74	0.7837301587301587	0.7945205479452055	0.8633333333333334	0.8246753246753247	0.012820512820512775	0.7435897435897436	0.46756756756756757	0.4871794871794872	0.7675438596491229	0.92	0.7899999999999999	0.4933333333333333	0.4871794871794872	0.7894736842105263	0.5633333333333334	0.7066666666666667	0.30952380952380953	0.3205128205128205	0.4298245614035087	0.7727272727272727	0.39743589743589747	0.782051282051282	0.7105263157894737	0.7051282051282051	0.4155844155844156
HMMER	0.3133333333333333	0.6805555555555556	0.6403508771929824	0.858974358974359	0.7318840579710144	0.48368298368298374	0.7631578947368421	0.5376811594202899	0.6894977168949772	0.4933333333333333	0.8506493506493505	0.1884920634920635	0.6	0.6902985074626866	0.48630136986301375	0.6506849315068494	0.7233333333333334	0.7165492957746479	0.2533333333333333	0.7142857142857142	0.7442922374429224	0.7666666666666666	0.8051948051948052	0.10256410256410253	0.10256410256410253	0.5972972972972973	0.782051282051282	0.6666666666666666	0.9466666666666667	0.7633333333333332	0.9233333333333333	0.5769230769230769	0.5921052631578947	0.3933333333333333	0.7166666666666667	0.19047619047619047	0.3589743589743589	0.49122807017543857	0.7922077922077921	0.7948717948717949	0.42307692307692313	0.8070175438596492	0.10256410256410253	0.7662337662337662
GF-12L95M	0.8666666666666667	0.49801587301587297	0.4342105263157895	0.33333333333333337	0.7492753623188406	0.493006993006993	0.34649122807017546	0.5333333333333332	0.5570776255707762	0.6099999999999999	0.23376623376623373	0.369047619047619	0.5810810810810811	0.5223880597014925	0.5502283105022832	0.682648401826484	0.59	0.5352112676056339	0.39666666666666667	0.498015873015873	0.3675799086757991	0.6	0.4220779220779221	0.2948717948717948	0.782051282051282	0.5054054054054055	0.9871794871794872	0.6096491228070176	0.7566666666666666	0.96	0.9566666666666667	0.6153846153846154	0.5789473684210527	0.5866666666666667	0.7	0.5615079365079365	0.47435897435897434	0.2587719298245613	0.6688311688311688	0.9871794871794872	0.8461538461538461	0.6578947368421053	0.8461538461538461	0.6363636363636364
BLAST	0.27666666666666667	0.7430555555555556	0.5350877192982456	0.717948717948718	0.7289855072463768	0.5104895104895104	0.9605263157894737	0.5681159420289855	0.4863013698630137	0.39333333333333337	0.7142857142857143	0.20634920634920634	0.6783783783783783	0.5982587064676617	0.6575342465753424	0.5114155251141552	0.8933333333333334	0.5352112676056338	0.72	0.5654761904761905	0.682648401826484	0.5433333333333333	0.8896103896103896	0.20512820512820518	0.16666666666666663	0.7837837837837838	0.7435897435897436	0.4473684210526316	0.9633333333333333	0.74	0.89	0.5384615384615384	0.793859649122807	0.6333333333333333	0.74	0.4444444444444444	0.14102564102564108	0.4122807017543859	0.987012987012987	0.8717948717948718	0.11538461538461542	0.6973684210526315	0.16666666666666663	0.33766233766233766
BERT-BFD	0.5033333333333333	0.5922619047619048	0.4649122807017544	0.34615384615384615	0.49420289855072463	0.2890442890442891	0.5350877192982457	0.6420289855072464	0.6689497716894977	0.6766666666666667	0.974025974025974	0.1765873015873016	0.24864864864864866	0.27487562189054726	0.48401826484018273	0.7831050228310503	0.6633333333333333	0.8204225352112676	0.9466666666666668	0.8075396825396826	0.639269406392694	0.8800000000000001	0.8051948051948052	0.10256410256410253	0.3589743589743589	0.24054054054054055	0.7692307692307692	0.7105263157894736	0.85	0.9866666666666667	0.5766666666666667	0.5897435897435898	0.9649122807017544	0.32666666666666666	0.3866666666666667	0.3035714285714286	0.2692307692307693	0.6842105263157895	0.8961038961038961	0.7564102564102564	0.5897435897435898	0.7982456140350876	0.33333333333333337	0.35064935064935066
GF-12L95MCANCER	0.7566666666666666	0.4712301587301587	0.4473684210526315	0.2692307692307693	0.6347826086956522	0.4172494172494172	0.5745614035087719	0.7275362318840579	0.6164383561643836	0.6533333333333333	0.5714285714285715	0.4246031746031746	0.6243243243243243	0.5447761194029851	0.6187214611872147	0.589041095890411	0.56	0.3785211267605634	0.41000000000000003	0.35317460317460314	0.31050228310502287	0.3166666666666667	0.487012987012987	0.20512820512820518	0.6538461538461539	0.672972972972973	0.8333333333333334	0.5789473684210525	0.8	0.8633333333333334	0.8799999999999999	0.7692307692307692	0.6754385964912281	0.5666666666666667	0.43999999999999995	0.5892857142857143	0.5256410256410257	0.41228070175438597	0.7467532467532467	0.9871794871794872	0.8846153846153846	0.6491228070175438	0.6538461538461539	0.4025974025974026
MASHUP	0.27666666666666667	0.6904761904761905	0.5745614035087719	0.6794871794871795	0.8318840579710145	0.479020979020979	0.9035087719298246	0.6217391304347826	0.5913242009132421	0.07	0.8311688311688311	0.5218253968253967	0.8054054054054055	0.7935323383084576	0.2351598173515982	0.6073059360730594	0.07	0.7200704225352113	0.10333333333333333	0.6607142857142857	0.5799086757990868	0.7766666666666666	0.27922077922077926	0.9358974358974359	0.9487179487179487	0.6972972972972973	0.21794871794871795	0.8289473684210527	0.8033333333333333	0.5833333333333334	0.6733333333333333	0.5641025641025641	0.16666666666666666	0.8466666666666667	0.7233333333333334	0.39087301587301587	0.0	0.6754385964912282	0.3051948051948052	0.14102564102564108	0.5641025641025641	0.8157894736842106	0.9358974358974359	0.8766233766233766
CPC-PROT	0.6799999999999999	0.40376984126984133	0.6578947368421052	0.5384615384615384	0.7565217391304349	0.2913752913752914	0.3333333333333333	0.7202898550724638	0.6940639269406393	0.6333333333333333	0.948051948051948	0.34523809523809523	0.3756756756756757	0.35323383084577115	0.43607305936073065	0.5776255707762558	0.7033333333333334	0.5721830985915493	0.8133333333333335	0.5793650793650793	0.6164383561643836	0.6	0.7467532467532467	0.42307692307692313	0.34615384615384615	0.4405405405405405	0.7692307692307692	0.8771929824561403	0.9	0.5166666666666667	0.25666666666666665	0.5128205128205128	0.9342105263157895	0.41	0.3766666666666667	0.34523809523809523	0.3076923076923077	0.7543859649122807	0.8246753246753247	0.782051282051282	0.8205128205128205	0.8859649122807018	0.2435897435897436	0.16233766233766234
BERT-PFAM	0.7066666666666667	0.5793650793650794	0.8991228070175439	0.6923076923076923	0.7710144927536232	0.3717948717948718	0.20614035087719296	0.5695652173913044	0.5639269406392694	0.28666666666666674	0.7467532467532467	0.3511904761904762	0.5648648648648649	0.3283582089552239	0.2990867579908676	0.7488584474885844	0.5666666666666667	0.7799295774647887	0.7633333333333333	0.753968253968254	0.8059360730593608	0.87	0.8441558441558442	0.16666666666666663	0.5128205128205128	0.372972972972973	0.08974358974358976	0.9298245614035088	0.8999999999999999	0.8566666666666666	0.7133333333333334	0.2948717948717948	0.8903508771929824	0.8333333333333334	0.4466666666666667	0.3888888888888889	0.2948717948717948	0.2894736842105263	0.922077922077922	0.11538461538461542	0.5384615384615384	0.7236842105263158	0.47435897435897434	0.4090909090909091
UNIREP	0.4433333333333333	0.5009920634920635	0.6447368421052632	0.4871794871794872	0.7666666666666666	0.3135198135198135	0.5614035087719298	0.536231884057971	0.5205479452054795	0.42666666666666664	0.9545454545454545	0.5476190476190477	0.5	0.47388059701492535	0.545662100456621	0.7831050228310503	0.5633333333333334	0.6073943661971831	0.8233333333333334	0.5615079365079365	0.5319634703196348	0.8066666666666666	0.7792207792207793	0.6923076923076923	0.6923076923076923	0.6027027027027028	0.4358974358974359	0.7982456140350876	0.7266666666666667	0.8533333333333334	0.7599999999999999	0.012820512820512775	0.5307017543859649	0.3333333333333333	0.7000000000000001	0.4305555555555555	0.23076923076923073	0.7631578947368421	0.8441558441558441	0.07692307692307687	0.1282051282051282	0.7017543859649122	0.6666666666666667	0.5584415584415585
SEQVEC	0.48	0.5069444444444445	0.6008771929824561	0.28205128205128205	0.8101449275362318	0.35198135198135194	0.23684210526315788	0.6115942028985507	0.6575342465753424	0.6066666666666666	0.922077922077922	0.2837301587301587	0.4027027027027027	0.35572139303482586	0.5045662100456622	0.7442922374429224	0.5766666666666665	0.4964788732394366	0.53	0.46825396825396826	0.4474885844748859	0.7833333333333332	0.8376623376623378	0.07692307692307687	0.6923076923076923	0.3405405405405405	0.4358974358974359	0.8201754385964912	0.9466666666666668	0.8033333333333333	0.66	0.1282051282051282	0.9649122807017544	0.36	0.85	0.5198412698412699	0.2435897435897436	0.6096491228070176	0.6558441558441559	0.8461538461538461	0.6538461538461539	0.5833333333333334	0.6794871794871795	0.36363636363636365
KSEP	0.73	0.47916666666666674	0.6929824561403508	0.858974358974359	0.6130434782608696	0.34498834498834496	0.37280701754385964	0.6405797101449275	0.7648401826484018	0.7899999999999999	0.8116883116883117	0.49007936507936506	0.5216216216216216	0.3358208955223881	0.42237442922374435	0.6118721461187215	0.8466666666666666	0.375	0.68	0.41468253968253965	0.365296803652968	0.6733333333333333	0.6883116883116883	0.42307692307692313	0.2692307692307693	0.45135135135135135	0.47435897435897434	0.6798245614035088	0.9	0.54	0.31666666666666665	0.5128205128205128	0.9035087719298245	0.20999999999999996	0.41333333333333333	0.37103174603174605	0.5256410256410257	0.4736842105263157	0.7272727272727273	0.717948717948718	0.9871794871794872	0.6535087719298245	0.2564102564102564	0.2142857142857143
AAC	0.7733333333333333	0.4652777777777778	0.4166666666666667	0.3589743589743589	0.6144927536231883	0.24475524475524477	0.2850877192982456	0.6144927536231884	0.7214611872146119	0.46333333333333326	0.5064935064935066	0.39682539682539686	0.4513513513513514	0.33333333333333337	0.4908675799086758	0.5958904109589042	0.7633333333333333	0.647887323943662	0.7933333333333333	0.7083333333333333	0.7100456621004567	0.9	0.6818181818181819	0.20512820512820518	0.2948717948717948	0.3432432432432433	0.4871794871794872	0.7675438596491228	0.8833333333333333	0.69	0.43999999999999995	0.46153846153846156	0.8421052631578947	0.6133333333333333	0.6033333333333334	0.35317460317460314	0.23076923076923073	0.39035087719298245	0.8636363636363635	0.8333333333333334	0.8717948717948718	0.8596491228070176	0.3076923076923077	0.2337662337662338
